player,season,matchday,teams,result,minutes,saves,goals_conceded,errors_leading_to_goal,penalties_saved
lucas-garcia,laliga-24-25,15,VIL 2-2 GIR,2-2,0,0,0,0,0
lucas-garcia,laliga-24-25,14,GIR 4-1 ESP,4-1,0,0,0,0,0
lucas-garcia,laliga-24-25,13,GET 0-1 GIR,0-1,0,0,0,0,0
lucas-garcia,laliga-24-25,12,GIR 4-3 LEG,4-3,0,0,0,0,0
lucas-garcia,laliga-24-25,11,LPA 1-0 GIR,1-0,0,0,0,0,0
lucas-garcia,laliga-24-25,10,GIR 0-1 RSO,0-1,0,0,0,0,0
lucas-garcia,laliga-24-25,9,GIR 2-1 ATH,2-1,0,0,0,0,0
lucas-garcia,laliga-24-25,8,CEL 1-1 GIR,1-1,0,0,0,0,0
lucas-garcia,laliga-24-25,7,GIR 0-0 RAY,0-0,0,0,0,0,0
lucas-garcia,laliga-24-25,6,VAL 2-0 GIR,2-0,0,0,0,0,0
lucas-garcia,laliga-24-25,5,GIR 1-4 BAR,1-4,0,0,0,0,0
lucas-garcia,laliga-24-25,4,SEV 0-2 GIR,0-2,0,0,0,0,0
lucas-garcia,laliga-24-25,3,GIR 4-0 OSA,4-0,0,0,0,0,0
lucas-garcia,laliga-24-25,2,ATM 3-0 GIR,3-0,0,0,0,0,0
lucas-garcia,laliga-24-25,1,BET 1-1 GIR,1-1,0,0,0,0,0
luiz-junior,laliga-24-25,36,VIL 3-0 LEG,3-0,90,6,0,0,0
luiz-junior,laliga-24-25,35,GIR 0-1 VIL,0-1,90,0,0,0,0
luiz-junior,laliga-24-25,34,VIL 4-2 OSA,4-2,90,3,2,0,0
luiz-junior,laliga-24-25,26,VIL 1-0 ESP,1-0,90,2,0,0,0
luiz-junior,laliga-24-25,33,CEL 3-0 VIL,3-0,90,6,3,0,0
luiz-junior,laliga-24-25,32,VIL 2-2 RSO,2-2,90,2,2,1,0
luiz-junior,laliga-24-25,31,BET 1-2 VIL,1-2,90,4,1,0,0
luiz-junior,laliga-24-25,30,VIL 0-0 ATH,0-0,90,2,0,0,0
luiz-junior,laliga-24-25,29,GET 1-2 VIL,1-2,90,3,1,0,0
luiz-junior,laliga-24-25,28,VIL 1-2 RMD,1-2,0,0,0,0,0
luiz-junior,laliga-24-25,27,ALA 1-0 VIL,1-0,0,0,0,0,0
luiz-junior,laliga-24-25,25,RAY 0-1 VIL,0-1,0,0,0,0,0
luiz-junior,laliga-24-25,24,VIL 1-1 VAL,1-1,0,0,0,0,0
luiz-junior,laliga-24-25,23,LPA 1-2 VIL,1-2,0,0,0,0,0
luiz-junior,laliga-24-25,22,VIL 5-1 VLD,5-1,0,0,0,0,0
luiz-junior,laliga-24-25,21,ATM 1-1 VIL,1-1,90,7,1,0,0
luiz-junior,laliga-24-25,20,VIL 4-0 MAL,4-0,90,3,0,0,0
luiz-junior,laliga-24-25,19,RSO 1-0 VIL,1-0,90,2,1,0,0
luiz-junior,laliga-24-25,18,LEG 2-5 VIL,2-5,90,1,2,0,0
luiz-junior,laliga-24-25,12,VIL 1-1 RAY,1-1,90,1,1,0,0
luiz-junior,laliga-24-25,17,VIL 1-2 BET,1-2,90,2,2,0,0
luiz-junior,laliga-24-25,16,ATH 2-0 VIL 72',2-0,18,0,0,0,0
luiz-junior,laliga-24-25,15,VIL 2-2 GIR,2-2,0,0,0,0,0
luiz-junior,laliga-24-25,14,OSA 2-2 VIL,2-2,0,0,0,0,0
luiz-junior,laliga-24-25,13,VIL 3-0 ALA,3-0,0,0,0,0,0
luiz-junior,laliga-24-25,11,VLD 1-2 VIL,1-2,0,0,0,0,0
luiz-junior,laliga-24-25,10,VIL 1-1 GET,1-1,0,0,0,0,0
luiz-junior,laliga-24-25,9,RMD 2-0 VIL,2-0,0,0,0,0,0
luiz-junior,laliga-24-25,8,VIL 3-1 LPA,3-1,0,0,0,0,0
luiz-junior,laliga-24-25,7,ESP 1-2 VIL,1-2,0,0,0,0,0
luiz-junior,laliga-24-25,6,VIL 1-5 BAR,1-5,0,0,0,0,0
luiz-junior,laliga-24-25,5,MAL 1-2 VIL,1-2,0,0,0,0,0
luiz-junior,laliga-24-25,4,VAL 1-1 VIL,1-1,0,0,0,0,0
luiz-junior,laliga-24-25,3,VIL 4-3 CEL,4-3,0,0,0,0,0
luiz-junior,laliga-24-25,2,SEV 1-2 VIL,1-2,0,0,0,0,0
lvaro-killane,laliga-24-25,36,SEV 1-0 LPA,1-0,0,0,0,0,0
lvaro-killane,laliga-24-25,35,LPA 0-1 RAY,0-1,0,0,0,0,0
lvaro-killane,laliga-24-25,34,LPA 2-3 VAL,2-3,0,0,0,0,0
lvaro-killane,laliga-24-25,33,ATH 1-0 LPA,1-0,0,0,0,0,0
lvaro-killane,laliga-24-25,32,LPA 1-0 ATM,1-0,0,0,0,0,0
lvaro-killane,laliga-24-25,31,GET 1-3 LPA,1-3,0,0,0,0,0
lvaro-killane,laliga-24-25,30,LPA 1-3 RSO,1-3,0,0,0,0,0
lvaro-killane,laliga-24-25,29,CEL 1-1 LPA,1-1,0,0,0,0,0
lvaro-killane,laliga-24-25,28,LPA 2-2 ALA,2-2,0,0,0,0,0
lvaro-killane,laliga-24-25,27,BET 1-0 LPA,1-0,0,0,0,0,0
lvaro-killane,laliga-24-25,26,VLD 1-1 LPA,1-1,0,0,0,0,0
lvaro-killane,laliga-24-25,25,LPA 0-2 BAR,0-2,0,0,0,0,0
lvaro-killane,laliga-24-25,24,MAL 3-1 LPA,3-1,0,0,0,0,0
lvaro-killane,laliga-24-25,23,LPA 1-2 VIL,1-2,0,0,0,0,0
lvaro-killane,laliga-24-25,22,GIR 2-1 LPA,2-1,0,0,0,0,0
lvaro-killane,laliga-24-25,21,LPA 1-1 OSA,1-1,0,0,0,0,0
lvaro-killane,laliga-24-25,20,RMD 4-1 LPA,4-1,0,0,0,0,0
lvaro-killane,laliga-24-25,19,LPA 1-2 GET,1-2,0,0,0,0,0
lvaro-killane,laliga-24-25,18,LPA 1-0 ESP,1-0,0,0,0,0,0
lvaro-killane,laliga-24-25,17,RSO 0-0 LPA,0-0,0,0,0,0,0
lvaro-killane,laliga-24-25,16,LPA 2-1 VLD,2-1,0,0,0,0,0
lvaro-killane,laliga-24-25,15,BAR 1-2 LPA,1-2,0,0,0,0,0
lvaro-killane,laliga-24-25,14,LPA 2-3 MAL,2-3,0,0,0,0,0
lvaro-killane,laliga-24-25,13,RAY 1-3 LPA,1-3,0,0,0,0,0
lvaro-killane,laliga-24-25,12,ATM 2-0 LPA,2-0,0,0,0,0,0
lvaro-killane,laliga-24-25,11,LPA 1-0 GIR,1-0,0,0,0,0,0
lvaro-killane,laliga-24-25,10,VAL 2-3 LPA,2-3,0,0,0,0,0
lvaro-killane,laliga-24-25,9,LPA 0-1 CEL,0-1,0,0,0,0,0
lvaro-killane,laliga-24-25,8,VIL 3-1 LPA,3-1,0,0,0,0,0
lvaro-killane,laliga-24-25,7,LPA 1-1 BET,1-1,0,0,0,0,0
lvaro-killane,laliga-24-25,6,OSA 2-1 LPA,2-1,0,0,0,0,0
lvaro-killane,laliga-24-25,5,LPA 2-3 ATH,2-3,0,0,0,0,0
lvaro-killane,laliga-24-25,4,ALA 2-0 LPA,2-0,0,0,0,0,0
lvaro-killane,laliga-24-25,3,LPA 1-1 RMD,1-1,0,0,0,0,0
lvaro-killane,laliga-24-25,2,LEG 2-1 LPA,2-1,0,0,0,0,0
lvaro-killane,laliga-24-25,1,LPA 2-2 SEV,2-2,0,0,0,0,0
manu-gonzalez,laliga-24-25,35,BET 1-1 OSA,1-1,0,0,0,0,0
manu-gonzalez,laliga-24-25,34,ESP 1-2 BET,1-2,0,0,0,0,0
manu-gonzalez,laliga-24-25,33,BET 5-1 VLD,5-1,0,0,0,0,0
manu-gonzalez,laliga-24-25,32,GIR 1-3 BET,1-3,0,0,0,0,0
manu-gonzalez,laliga-24-25,31,BET 1-2 VIL,1-2,0,0,0,0,0
manu-gonzalez,laliga-24-25,30,BAR 1-1 BET,1-1,0,0,0,0,0
manu-gonzalez,laliga-24-25,29,BET 2-1 SEV,2-1,0,0,0,0,0
manu-gonzalez,laliga-24-25,28,LEG 2-3 BET,2-3,0,0,0,0,0
manu-gonzalez,laliga-24-25,27,BET 1-0 LPA,1-0,0,0,0,0,0
manu-gonzalez,laliga-24-25,26,BET 2-1 RMD,2-1,0,0,0,0,0
manu-gonzalez,laliga-24-25,25,GET 1-2 BET,1-2,0,0,0,0,0
manu-gonzalez,laliga-24-25,24,BET 3-0 RSO,3-0,0,0,0,0,0
manu-gonzalez,laliga-24-25,23,CEL 3-2 BET,3-2,0,0,0,0,0
manu-gonzalez,laliga-24-25,22,BET 2-2 ATH,2-2,0,0,0,0,0
manu-gonzalez,laliga-24-25,21,MAL 0-1 BET,0-1,0,0,0,0,0
manu-gonzalez,laliga-24-25,20,BET 1-3 ALA,1-3,0,0,0,0,0
manu-gonzalez,laliga-24-25,19,VLD 1-0 BET,1-0,0,0,0,0,0
manu-gonzalez,laliga-24-25,18,BET 1-1 RAY,1-1,0,0,0,0,0
manu-gonzalez,laliga-24-25,17,VIL 1-2 BET,1-2,0,0,0,0,0
manu-gonzalez,laliga-24-25,16,BET 2-2 BAR,2-2,0,0,0,0,0
manu-gonzalez,laliga-24-25,15,RSO 2-0 BET,2-0,0,0,0,0,0
manu-gonzalez,laliga-24-25,14,VAL 4-2 BET,4-2,0,0,0,0,0
manu-gonzalez,laliga-24-25,13,BET 2-2 CEL,2-2,0,0,0,0,0
manu-gonzalez,laliga-24-25,12,ATH 1-1 BET,1-1,0,0,0,0,0
manu-gonzalez,laliga-24-25,11,BET 1-0 ATM,1-0,0,0,0,0,0
manu-gonzalez,laliga-24-25,10,OSA 1-2 BET,1-2,0,0,0,0,0
manu-gonzalez,laliga-24-25,9,SEV 1-0 BET,1-0,0,0,0,0,0
manu-gonzalez,laliga-24-25,8,BET 1-0 ESP,1-0,0,0,0,0,0
manu-gonzalez,laliga-24-25,7,LPA 1-1 BET,1-1,0,0,0,0,0
manu-gonzalez,laliga-24-25,6,BET 1-2 MAL,1-2,0,0,0,0,0
manu-gonzalez,laliga-24-25,3,BET 2-1 GET,2-1,0,0,0,0,0
manu-gonzalez,laliga-24-25,5,BET 2-0 LEG,2-0,0,0,0,0,0
manu-gonzalez,laliga-24-25,4,RMD 2-0 BET,2-0,0,0,0,0,0
manu-gonzalez,laliga-24-25,2,ALA 0-0 BET,0-0,0,0,0,0,0
manu-gonzalez,laliga-24-25,1,BET 1-1 GIR,1-1,0,0,0,0,0
marc-andre-ter-stegen,laliga-24-25,35,BAR 4-3 RMD,4-3,0,0,0,0,0
marc-andre-ter-stegen,laliga-24-25,34,VLD 1-2 BAR,1-2,90,3,1,0,0
marc-andre-ter-stegen,laliga-24-25,33,BAR 1-0 MAL,1-0,0,0,0,0,0
marc-andre-ter-stegen,laliga-24-25,32,BAR 4-3 CEL,4-3,0,0,0,0,0
marc-andre-ter-stegen,laliga-24-25,31,LEG 0-1 BAR,0-1,0,0,0,0,0
marc-andre-ter-stegen,laliga-24-25,30,BAR 1-1 BET,1-1,0,0,0,0,0
marc-andre-ter-stegen,laliga-24-25,29,BAR 4-1 GIR,4-1,0,0,0,0,0
marc-andre-ter-stegen,laliga-24-25,27,BAR 3-0 OSA,3-0,0,0,0,0,0
marc-andre-ter-stegen,laliga-24-25,28,ATM 2-4 BAR,2-4,0,0,0,0,0
marc-andre-ter-stegen,laliga-24-25,26,BAR 4-0 RSO,4-0,0,0,0,0,0
marc-andre-ter-stegen,laliga-24-25,25,LPA 0-2 BAR,0-2,0,0,0,0,0
marc-andre-ter-stegen,laliga-24-25,24,BAR 1-0 RAY,1-0,0,0,0,0,0
marc-andre-ter-stegen,laliga-24-25,23,SEV 1-4 BAR,1-4,0,0,0,0,0
marc-andre-ter-stegen,laliga-24-25,22,BAR 1-0 ALA,1-0,0,0,0,0,0
marc-andre-ter-stegen,laliga-24-25,21,BAR 7-1 VAL,7-1,0,0,0,0,0
marc-andre-ter-stegen,laliga-24-25,20,GET 1-1 BAR,1-1,0,0,0,0,0
marc-andre-ter-stegen,laliga-24-25,18,BAR 1-2 ATM,1-2,0,0,0,0,0
marc-andre-ter-stegen,laliga-24-25,17,BAR 0-1 LEG,0-1,0,0,0,0,0
marc-andre-ter-stegen,laliga-24-25,16,BET 2-2 BAR,2-2,0,0,0,0,0
marc-andre-ter-stegen,laliga-24-25,19,MAL 1-5 BAR,1-5,0,0,0,0,0
marc-andre-ter-stegen,laliga-24-25,15,BAR 1-2 LPA,1-2,0,0,0,0,0
marc-andre-ter-stegen,laliga-24-25,14,CEL 2-2 BAR,2-2,0,0,0,0,0
marc-andre-ter-stegen,laliga-24-25,13,RSO 1-0 BAR,1-0,0,0,0,0,0
marc-andre-ter-stegen,laliga-24-25,12,BAR 3-1 ESP,3-1,0,0,0,0,0
marc-andre-ter-stegen,laliga-24-25,11,RMD 0-4 BAR,0-4,0,0,0,0,0
marc-andre-ter-stegen,laliga-24-25,10,BAR 5-1 SEV,5-1,0,0,0,0,0
marc-andre-ter-stegen,laliga-24-25,9,ALA 0-3 BAR,0-3,0,0,0,0,0
marc-andre-ter-stegen,laliga-24-25,8,OSA 4-2 BAR,4-2,0,0,0,0,0
marc-andre-ter-stegen,laliga-24-25,7,BAR 1-0 GET,1-0,0,0,0,0,0
marc-andre-ter-stegen,laliga-24-25,6,VIL 1-5 BAR 47',1-5,47,2,1,0,0
marc-andre-ter-stegen,laliga-24-25,5,GIR 1-4 BAR,1-4,90,3,1,0,0
marc-andre-ter-stegen,laliga-24-25,4,BAR 7-0 VLD,7-0,90,1,0,0,0
marc-andre-ter-stegen,laliga-24-25,3,RAY 1-2 BAR,1-2,90,3,1,0,0
marc-andre-ter-stegen,laliga-24-25,2,BAR 2-1 ATH,2-1,90,1,1,0,0
marc-andre-ter-stegen,laliga-24-25,1,VAL 1-2 BAR,1-2,90,1,1,0,0
marc-vidal,laliga-24-25,36,RSO 0-1 CEL,0-1,0,0,0,0,0
marc-vidal,laliga-24-25,35,CEL 3-2 SEV,3-2,0,0,0,0,0
marc-vidal,laliga-24-25,34,RMD 3-2 CEL,3-2,0,0,0,0,0
marc-vidal,laliga-24-25,33,CEL 3-0 VIL,3-0,0,0,0,0,0
marc-vidal,laliga-24-25,32,BAR 4-3 CEL,4-3,0,0,0,0,0
marc-vidal,laliga-24-25,31,CEL 0-2 ESP,0-2,0,0,0,0,0
marc-vidal,laliga-24-25,30,MAL 1-2 CEL,1-2,0,0,0,0,0
marc-vidal,laliga-24-25,29,CEL 1-1 LPA,1-1,0,0,0,0,0
marc-vidal,laliga-24-25,28,VLD 0-1 CEL,0-1,0,0,0,0,0
marc-vidal,laliga-24-25,27,CEL 2-1 LEG,2-1,0,0,0,0,0
marc-vidal,laliga-24-25,26,GIR 2-2 CEL,2-2,0,0,0,0,0
marc-vidal,laliga-24-25,25,CEL 1-0 OSA,1-0,0,0,0,0,0
marc-vidal,laliga-24-25,24,ATM 1-1 CEL,1-1,0,0,0,0,0
marc-vidal,laliga-24-25,23,CEL 3-2 BET,3-2,0,0,0,0,0
marc-vidal,laliga-24-25,22,VAL 2-1 CEL,2-1,0,0,0,0,0
marc-vidal,laliga-24-25,21,ALA 1-1 CEL,1-1,0,0,0,0,0
marc-vidal,laliga-24-25,20,CEL 1-2 ATH,1-2,0,0,0,0,0
marc-vidal,laliga-24-25,19,RAY 2-1 CEL,2-1,0,0,0,0,0
marc-vidal,laliga-24-25,18,CEL 2-0 RSO,2-0,0,0,0,0,0
marc-vidal,laliga-24-25,17,SEV 1-0 CEL,1-0,0,0,0,0,0
marc-vidal,laliga-24-25,16,CEL 2-0 MAL,2-0,0,0,0,0,0
marc-vidal,laliga-24-25,15,ESP 3-1 CEL,3-1,0,0,0,0,0
marc-vidal,laliga-24-25,14,CEL 2-2 BAR,2-2,0,0,0,0,0
marc-vidal,laliga-24-25,13,BET 2-2 CEL,2-2,0,0,0,0,0
marc-vidal,laliga-24-25,12,CEL 1-0 GET,1-0,0,0,0,0,0
marc-vidal,laliga-24-25,11,LEG 3-0 CEL,3-0,0,0,0,0,0
marc-vidal,laliga-24-25,10,CEL 1-2 RMD,1-2,0,0,0,0,0
marc-vidal,laliga-24-25,9,LPA 0-1 CEL,0-1,0,0,0,0,0
marc-vidal,laliga-24-25,8,CEL 1-1 GIR,1-1,0,0,0,0,0
marc-vidal,laliga-24-25,7,CEL 0-1 ATM,0-1,0,0,0,0,0
marc-vidal,laliga-24-25,6,ATH 3-1 CEL,3-1,0,0,0,0,0
marc-vidal,laliga-24-25,5,CEL 3-1 VLD,3-1,0,0,0,0,0
marc-vidal,laliga-24-25,4,OSA 3-2 CEL,3-2,0,0,0,0,0
marc-vidal,laliga-24-25,3,VIL 4-3 CEL,4-3,0,0,0,0,0
marc-vidal,laliga-24-25,2,CEL 3-1 VAL,3-1,0,0,0,0,0
marc-vidal,laliga-24-25,1,CEL 2-1 ALA,2-1,0,0,0,0,0
marko-dmitrovic,laliga-24-25,36,VIL 3-0 LEG,3-0,90,4,3,0,0
marko-dmitrovic,laliga-24-25,35,LEG 3-2 ESP,3-2,90,4,2,0,0
marko-dmitrovic,laliga-24-25,34,SEV 2-2 LEG,2-2,90,5,2,0,0
marko-dmitrovic,laliga-24-25,33,LEG 1-1 GIR,1-1,90,1,1,0,0
marko-dmitrovic,laliga-24-25,32,MAL 0-0 LEG,0-0,90,1,0,0,0
marko-dmitrovic,laliga-24-25,31,LEG 0-1 BAR,0-1,90,4,1,0,0
marko-dmitrovic,laliga-24-25,30,LEG 1-1 OSA,1-1,90,5,1,0,0
marko-dmitrovic,laliga-24-25,29,RMD 3-2 LEG,3-2,90,6,3,0,0
marko-dmitrovic,laliga-24-25,28,LEG 2-3 BET,2-3,90,3,3,1,0
marko-dmitrovic,laliga-24-25,27,CEL 2-1 LEG,2-1,90,2,2,0,0
marko-dmitrovic,laliga-24-25,26,LEG 1-0 GET,1-0,90,0,0,0,0
marko-dmitrovic,laliga-24-25,25,RSO 3-0 LEG,3-0,90,2,3,0,0
marko-dmitrovic,laliga-24-25,24,LEG 3-3 ALA,3-3,90,4,3,0,0
marko-dmitrovic,laliga-24-25,23,VAL 2-0 LEG,2-0,90,2,2,0,0
marko-dmitrovic,laliga-24-25,22,LEG 0-1 RAY,0-1,90,2,1,0,0
marko-dmitrovic,laliga-24-25,21,ATH 0-0 LEG,0-0,90,3,0,0,0
marko-dmitrovic,laliga-24-25,20,LEG 1-0 ATM,1-0,90,3,0,0,0
marko-dmitrovic,laliga-24-25,19,ESP 1-1 LEG,1-1,90,4,1,0,0
marko-dmitrovic,laliga-24-25,18,LEG 2-5 VIL,2-5,90,4,5,0,0
marko-dmitrovic,laliga-24-25,17,BAR 0-1 LEG,0-1,90,3,0,0,0
marko-dmitrovic,laliga-24-25,16,LEG 0-3 RSO,0-3,90,2,3,0,0
marko-dmitrovic,laliga-24-25,15,ALA 1-1 LEG,1-1,90,6,1,0,0
marko-dmitrovic,laliga-24-25,14,LEG 0-3 RMD,0-3,90,5,3,0,0
marko-dmitrovic,laliga-24-25,13,LEG 1-0 SEV,1-0,90,2,0,0,0
marko-dmitrovic,laliga-24-25,12,GIR 4-3 LEG,4-3,90,3,4,0,0
marko-dmitrovic,laliga-24-25,11,LEG 3-0 CEL,3-0,90,5,0,0,0
marko-dmitrovic,laliga-24-25,10,ATM 3-1 LEG,3-1,90,5,3,1,0
marko-dmitrovic,laliga-24-25,9,LEG 0-0 VAL,0-0,90,1,0,0,0
marko-dmitrovic,laliga-24-25,8,RAY 1-1 LEG,1-1,90,5,1,0,0
marko-dmitrovic,laliga-24-25,6,GET 1-1 LEG,1-1,90,3,1,0,0
marko-dmitrovic,laliga-24-25,7,LEG 0-2 ATH,0-2,0,0,0,0,0
marko-dmitrovic,laliga-24-25,5,BET 2-0 LEG,2-0,0,0,0,0,0
marko-dmitrovic,laliga-24-25,4,LEG 0-1 MAL,0-1,0,0,0,0,0
marko-dmitrovic,laliga-24-25,3,VLD 0-0 LEG,0-0,0,0,0,0,0
marko-dmitrovic,laliga-24-25,2,LEG 2-1 LPA,2-1,0,0,0,0,0
marko-dmitrovic,laliga-24-25,1,OSA 1-1 LEG,1-1,0,0,0,0,0
matias-rbol,laliga-24-25,36,SEV 1-0 LPA,1-0,0,0,0,0,0
matias-rbol,laliga-24-25,35,CEL 3-2 SEV,3-2,0,0,0,0,0
matias-rbol,laliga-24-25,34,SEV 2-2 LEG,2-2,0,0,0,0,0
matias-rbol,laliga-24-25,33,OSA 1-0 SEV,1-0,0,0,0,0,0
matias-rbol,laliga-24-25,32,SEV 1-1 ALA,1-1,0,0,0,0,0
matias-rbol,laliga-24-25,31,VAL 1-0 SEV,1-0,0,0,0,0,0
matias-rbol,laliga-24-25,30,SEV 1-2 ATM,1-2,0,0,0,0,0
matias-rbol,laliga-24-25,29,BET 2-1 SEV,2-1,0,0,0,0,0
matias-rbol,laliga-24-25,28,SEV 0-1 ATH,0-1,0,0,0,0,0
matias-rbol,laliga-24-25,27,RSO 0-1 SEV,0-1,0,0,0,0,0
matias-rbol,laliga-24-25,26,RAY 1-1 SEV,1-1,0,0,0,0,0
matias-rbol,laliga-24-25,25,SEV 1-1 MAL,1-1,0,0,0,0,0
matias-rbol,laliga-24-25,24,VLD 0-4 SEV,0-4,0,0,0,0,0
matias-rbol,laliga-24-25,23,SEV 1-4 BAR,1-4,0,0,0,0,0
matias-rbol,laliga-24-25,22,GET 0-0 SEV,0-0,0,0,0,0,0
matias-rbol,laliga-24-25,21,SEV 1-1 ESP,1-1,0,0,0,0,0
matias-rbol,laliga-24-25,20,GIR 1-2 SEV,1-2,0,0,0,0,0
matias-rbol,laliga-24-25,19,SEV 1-1 VAL,1-1,0,0,0,0,0
matias-rbol,laliga-24-25,18,RMD 4-2 SEV,4-2,0,0,0,0,0
matias-rbol,laliga-24-25,17,SEV 1-0 CEL,1-0,0,0,0,0,0
matias-rbol,laliga-24-25,16,ATM 4-3 SEV,4-3,0,0,0,0,0
matias-rbol,laliga-24-25,15,SEV 1-1 OSA,1-1,0,0,0,0,0
matias-rbol,laliga-24-25,14,SEV 1-0 RAY,1-0,0,0,0,0,0
matias-rbol,laliga-24-25,13,LEG 1-0 SEV,1-0,0,0,0,0,0
matias-rbol,laliga-24-25,12,SEV 0-2 RSO,0-2,0,0,0,0,0
matias-rbol,laliga-24-25,11,ESP 0-2 SEV,0-2,0,0,0,0,0
matias-rbol,laliga-24-25,10,BAR 5-1 SEV,5-1,0,0,0,0,0
matias-rbol,laliga-24-25,9,SEV 1-0 BET,1-0,0,0,0,0,0
matias-rbol,laliga-24-25,8,ATH 1-1 SEV,1-1,0,0,0,0,0
matias-rbol,laliga-24-25,7,SEV 2-1 VLD,2-1,0,0,0,0,0
matias-rbol,laliga-24-25,6,ALA 2-1 SEV,2-1,0,0,0,0,0
matias-rbol,laliga-24-25,5,SEV 1-0 GET,1-0,0,0,0,0,0
matias-rbol,laliga-24-25,4,SEV 0-2 GIR,0-2,0,0,0,0,0
matias-rbol,laliga-24-25,3,MAL 0-0 SEV,0-0,0,0,0,0,0
matias-rbol,laliga-24-25,2,SEV 1-2 VIL,1-2,0,0,0,0,0
matias-rbol,laliga-24-25,1,LPA 2-2 SEV,2-2,0,0,0,0,0
ngel-fortuno,laliga-24-25,35,LEG 3-2 ESP,3-2,0,0,0,0,0
ngel-fortuno,laliga-24-25,34,ESP 1-2 BET,1-2,0,0,0,0,0
ngel-fortuno,laliga-24-25,26,VIL 1-0 ESP,1-0,0,0,0,0,0
ngel-fortuno,laliga-24-25,33,VAL 1-1 ESP,1-1,0,0,0,0,0
ngel-fortuno,laliga-24-25,32,ESP 1-0 GET,1-0,0,0,0,0,0
ngel-fortuno,laliga-24-25,31,CEL 0-2 ESP,0-2,0,0,0,0,0
ngel-fortuno,laliga-24-25,30,RAY 0-4 ESP,0-4,0,0,0,0,0
ngel-fortuno,laliga-24-25,29,ESP 1-1 ATM,1-1,0,0,0,0,0
ngel-fortuno,laliga-24-25,28,MAL 2-1 ESP,2-1,0,0,0,0,0
ngel-fortuno,laliga-24-25,27,ESP 1-1 GIR,1-1,0,0,0,0,0
ngel-fortuno,laliga-24-25,25,ALA 0-1 ESP,0-1,0,0,0,0,0
ngel-fortuno,laliga-24-25,24,ESP 1-1 ATH,1-1,0,0,0,0,0
ngel-fortuno,laliga-24-25,23,RSO 2-1 ESP,2-1,0,0,0,0,0
ngel-fortuno,laliga-24-25,22,ESP 1-0 RMD,1-0,0,0,0,0,0
ngel-fortuno,laliga-24-25,21,SEV 1-1 ESP,1-1,0,0,0,0,0
ngel-fortuno,laliga-24-25,20,ESP 2-1 VLD,2-1,0,0,0,0,0
ngel-fortuno,laliga-24-25,19,ESP 1-1 LEG,1-1,0,0,0,0,0
ngel-fortuno,laliga-24-25,18,LPA 1-0 ESP,1-0,0,0,0,0,0
ngel-fortuno,laliga-24-25,13,ESP 1-1 VAL,1-1,0,0,0,0,0
ngel-fortuno,laliga-24-25,17,ESP 0-0 OSA,0-0,0,0,0,0,0
ngel-fortuno,laliga-24-25,16,GET 1-0 ESP,1-0,0,0,0,0,0
ngel-fortuno,laliga-24-25,15,ESP 3-1 CEL,3-1,0,0,0,0,0
ngel-fortuno,laliga-24-25,14,GIR 4-1 ESP,4-1,0,0,0,0,0
ngel-fortuno,laliga-24-25,12,BAR 3-1 ESP,3-1,0,0,0,0,0
ngel-fortuno,laliga-24-25,11,ESP 0-2 SEV,0-2,0,0,0,0,0
ngel-fortuno,laliga-24-25,10,ATH 4-1 ESP,4-1,0,0,0,0,0
ngel-fortuno,laliga-24-25,9,ESP 2-1 MAL,2-1,0,0,0,0,0
ngel-fortuno,laliga-24-25,8,BET 1-0 ESP,1-0,0,0,0,0,0
ngel-fortuno,laliga-24-25,7,ESP 1-2 VIL,1-2,0,0,0,0,0
ngel-fortuno,laliga-24-25,6,RMD 4-1 ESP,4-1,0,0,0,0,0
ngel-fortuno,laliga-24-25,5,ESP 3-2 ALA,3-2,0,0,0,0,0
ngel-fortuno,laliga-24-25,4,ESP 2-1 RAY,2-1,0,0,0,0,0
ngel-fortuno,laliga-24-25,3,ATM 0-0 ESP,0-0,0,0,0,0,0
